Date,Time,Ratings,Review_Title,Review_comment
12/6/2021,4:02:00 PM,1,Very very bad,"Very very bad
Very very bad. Professionals are unprofessional. They cancel on u the last minute. Roadside parlour walis are coming to do your service even after paying a steep amount. They promise service redo but when u try to rebook they say that u had to take within 30days. Wat a scam"
11/2/2021,12:17:00 PM,1,Pathetic and unprofessional company,"Urban Company is a an unprofessional setup with the employees and CEO @abhiraj clueless on how the solve a problem.
I had booked a time slot for cleaning my sofa and got a confirmation from them. There was no call or intimation from them and after a few hours post the allocated time, I requested a call back from the contact center.
The people were clueless and incapable to solve the problem.
Please do not use Urban Company as its a unprofessional company and just a typical middle man and not adding any value at all."
10/10/2021,,1,Cheaters-Urban Clap,"Unprofessional behaviour with rude painters, which was extremely delayed and had to be ultimately shelved resulting in huge losses. It is advisable to stop bullying by these app companion"
9/17/2021,,1,Pathetic technical structure,"It seems that their technical structure is created by the new comers, their app stops working many times and it only allows to play a game over the app and its been multiple times and the worst part is they don't have any other channel for the communication as they never read the mails and never respond to the mail except the auto-mailer. In addition, there is no point to escalate the issues to their leadership as they also don't support the customer. Recently, there was another issue found due to their poor policy and pathetic technical structure when my amount did not credited to my original source. God knows how this organisation is running."
8/31/2021,6:05:00 PM,1,Terrible experience with this company,"I did Loreal team removal facial and I got big rashes on my face on next day itself. I asked to call me back. I got call from customer support and have shared my forehead pic as a proof. They are ready to give dermatologist amount. But I am not ready with that, because firstly my face got damaged secondly that facial is null without any result. So asked them to refund my facial amount. But they are not ready to refund my amount"
8/29/2021,,1,Why not double dose vaccination done to your staff,Employee of Urban Clap were not being vaccinated with the 2 nd dose. Why??? When 1st dose was given on June...so 2 nd dose should be completed by September. Why so dely??? Will not call you again.
8/13/2021,8:17:00 PM,1,DO NOT USE Urban Company for Painting Services,"Surveyor overestimated wall area so that Urban Company(UC) can charge more money.
Painting Supervisor was nowhere to be seen when painting was in progress.
Was promised 1 coat of Wall Primer, All cracks filled, 2 coats of Apcolite Premium emulsion for all interior walls. 2 coats of Apex Ultima for exterior walls
WHAT I GOT: incomplete work as painters were not given sufficient paint to paint. At the end of the work, all the walls had patches and look very ugly. Only 1 coat of some low quality paint was applied on the walls.
When I raised a complaint with Urban Company, I received abusive calls.
I have a call recordings and whatsapp communciation to prove all of the above.
MY ADVICE TO THE READERS: Go with your local painter instead of Urban Company; they are more sincere and will do a much better job. You will also not get any abusive phone calls."
8/6/2021,10:40:00 AM,1,Charged for service & carpenter has not turned up,"Unreliable Services being offered by urban company.
I had booked for carpenter service on 4 Aug, which was rescheduled at the last minute by UC team as there were no Carpenters available on that day I was given slot for 2 days later -6 Aug 9 am .On 5 aug at 9pm I got a call from UC team stating the same reason again for reschedule. Till now I no one has turned up or called .
Why are they taking booking and collecting advance payment if services are not available. What is the point of rescheduling multiple times and wasting our time & messing up our schedule.
This has been terrible service experience. I have written to resolve@urbancompany.com already with all details .If anyone can share the customer service head's or CEOs contact details. I would like to share feedback directly."
7/11/2021,3:58:00 PM,1,Plumbing services at Chennai,"I hired a person today to replace my old wall mixer with new Parryware set . The person came to attend this job fixed the new unit in the old valve and fled away with the new one . Never expected such unprofessional services from urban clap. The service person name was Balamurugan from Chennai and when called back to know about the issue, he replied that he was not aware of the new valve."
6/21/2021,,1,AC SERVICE CHEATING,"AC SERVICE - It was cooling well before, but they told me that there is no gas and I should pay more for that, and suddenly after service there was no gas left in the ac and it was not cooling as before."
5/10/2021,11:29:00 AM,1,Overcharged and cheated,"Booked a carpenter service on 26th April. Got charged Rs.8000/- for 3 meter metal mesh for window. The carpenter forced me to cancel the order stating that the company will be in trouble if they take request during this pandemic. He insisted that I cancel the booking stating ""Apartment not allowed"". Now UC is washing their hands off stating I cancelled the booking and they cannot do anything. No bill given till date."
5/2/2021,7:37:00 PM,1,Fraud company don't book services.,"Urban company is a fraud company doing scams in the name of cleaning and other repair services.Pl don't opt for their service of any sort seeing their ads.Their service is of poor quality and is unhygienic.Their professionals don't follow Covid appropriate behavior and will damage ur product/Appliance/building and will loot extra money .First they won't respond to complaint later they will tell senior technician will assess the fault and charge u an inspection fees, later they will tell part replacement and collect money and later they will say part wasn't available and escape.Also you won't be able to contact their customer support through phone calls.Only way to contact them is through call backs via help center or tagging them in social media platforms or mailing to them.Their service personals are extremely rude and unprofessional.If you are not trusting my review pl go through other reviews on the internet and ask your friends and neighbours who have had their service and they will explain.Someone must take the issue of filing a case against this company for cheating customers in the consumer court."
4/12/2021,1:32:00 AM,1,Cheating by Urbaan Company (formerly Urban Clap),"Never ever call Urban Company(formerly Urban Clap) for servicing your air conditioners.  The air conditioning service scam of Urban Company is going to rob you off your hard earned money and precious time apart for giving you sleepless nights in the summer.
I have four Daikin ACs fitted in my house. They are running absolutely fine for last seven years. Fortunately no maintenance requirement has arose for any of these units except for the annual servicing, basically a thorough cleaning. The cooling has been absolutely fine. At 27 deg C setting they are able to make the rooms absolutely comfortable.
This year I made the mistake of calling Urban Company for AC servicing, primarily driven by their highly publicized advertisement claiming professional service. This single mistake has made my life miserable since a week as the AC servicing by the scam company  turned in to a disaster for me.
On the fateful day 8th April, me and my husband took a day off so that the AC servicing is done properly. Urban Company had assigned a certain Faizal and one assistant for this job. To my surprise the Faizal guy started the work without bothering to ask for the OTP. First he struggled to take out the cover of the AC. At one point of time my husband had to caution him as it looked like he might  break the cover in his struggle to remove it. After removing the cover instead of going ahead with the cleaning he removed the plastic cover on U bends of the condenser tubes and switched on the AC without any rhyme or reason. When my husband asked what he is doing he simply said he is checking the AC functioning. We were wondering when we have not complained of any issue why is he opening and fiddling with the AC. If he wanted to check the functioning he could have run it before opening. When my husband was showing the outdoor unit to his assistant, Faizal was doing something in the indoor unit and I heard a fizz/ hiss sound, indicative of some air leak. When I asked him he said that Madam there is no gas in the AC, gas has become empty and compressor is tripping. I called my husband and he confronted him saying that till yesterday it was running whole day and cooling fine, how the gas became empty and compressor treated tripping after your fiddling with the AC. Then Faizal started arguing telling how we can accuse him of causing the gas leak and started showing a puncture in the u bend of the condenser tube whose cover he had removed without any reason. It is a mystery that without a pressure testing how he discovered that micro sized puncture within seconds. He never admitted that he has purposefully or accidentally punctured the tube. Then he started offering to fill the gas at Rs 2500/- saying that through Daikin it will cost Rs 3500/-. We  have no doubt in our mind that the Faizal guy did the puncture and leaked the gas on purpose. May be Urban Company has discovered that through this kind of business strategy they can drain more money from the customers.
Anyway, after this my husband was very furious and he told the Faizal guy to stop servicing then and there and asked him to put back the things. He was also annoyed with me for calling Urban Company as he wanted that the servicing should be done by Daikin only. But the misery was not over. Faizal who was certainly not a trained professional and was less skilled than a bicycle repair man was now struggling more to put back the cover. During this I do not know what he did but I heard a crackling sound. When I asked him without answering he was trying to put the cover back. With my insistence he said that the drain pipe has broken and he could repair with m seal. When I asked how did you break it initially he said it was already broken and later said that possibly it might got broken by me. I am certain he broke it on purpose as we stopped the servicing and asked him to go. Anyway, my husband asked him to leave immediately. He was requesting us to cancel the booking from our end telling that service guy did not come. If he did not come, how can he be blamed for all that he did wrong? We immediately reported it to Urban Company. One Towseef Ahmadmir was assigned for resolution of this issue. We explained him the whole episode. he spoke to Faizal and responded by saying that the gas leak is not the fault of Faizal as he is denying purposefully leaking the gas. For Towseef whatever Faizal says is  gospel truth. If one asks a thief whether he has  committed a theft, what would be the answer? Towseef promised to return the amount paid and the bill incurred by repair of drain pipe from Daikin limited to Rs 500. We later discovered that he has refunded paid amount, transferred Rs 500 to my account and has cancelled the booking closing the channel of communication. Further  he does not take calls and does not call back even when message is left.
I had called Daikin technicians. They say the drain pipe fitting has broken from the drain tray and the entire drain tray will be replaced, Rs 1800/-+GST. Leak detection through nitrogen charging, brazing to arrest leak, further leak testing, gas filling operation to cost Rs 3500/-+GST, visiting charges Rs 590+GST. Hopefully in next two-three days the ordeal of not having your AC functional in hot summer will be over.
The purpose of penning down the incident with all these details is not to express my anguish, disappointment and frustration. It is warn fellow AC users looking to get their ACs serviced in this hot summer about possible cheating and getting ripped off by Urban Company and their fake technicians.
Anyone thinking to get ACs serviced by Urban Company please read very carefully:
(i) Never call Urban Company, call directly the Manufacturer's authorized service center even if it is more expensive
(ii) My experience shows Urban Company technicians/ partners are fake, have little training and no knowledge of AC. They are going to spoil your AC by default if not by design.
(iii) Even if you decide to engage them, be very watchful. At the first opportunity they will leak the gas from AC by punching a micro hole through the gas tube. It is difficult to catch if you are not carefully observing. then they will offer to fill the gas and extort money.
(iv) If you do not play to their plan, they will break something, drain pipe, cover or anything that is easy to break. Again to replace it and extort money.
(v) If you approach the customer service they will not get to the root of the problem or how to avoid repetition in future. They will transfer Rs 500 to your wallet and close the booking so that further communication is not possible.
(vi) Further they do not pick the phone"
4/11/2021,,1,"Cheating by Urbaan Company (formerly Urban Clap), AC Servicing","Never ever call Urban Company (formerly Urban Clap) for servicing your air conditioners. The air conditioning service scam of Urban Company is going to rob you off your hard earned money and precious time apart for giving you sleepless nights in the summer.
I have four Daikin ACs fitted in my house. They are running absolutely fine for last seven years. Fortunately no maintenance requirement has arose for any of these units except for the annual servicing, basically a thorough cleaning. The cooling has been absolutely fine. At 27 deg C setting they are able to make the rooms absolutely comfortable.
This year I made the mistake of calling Urban Company for AC servicing, primarily driven by their highly publicized advertisement claiming professional service. This single mistake has made my life miserable since a week as the AC servicing by the scam company turned in to a disaster for me.
On the fateful day 8th April, me and my husband took a day off so that the AC servicing is done properly. Urban Company had assigned a certain Faizal and one assistant for this job. To my surprise the Faizal guy started the work without bothering to ask for the OTP. First he struggled to take out the cover of the AC. At one point of time my husband had to caution him as it looked like he might break the cover in his struggle to remove it. After removing the cover instead of going ahead with the cleaning he removed the plastic cover on U bends of the condenser tubes and switched on the AC without any rhyme or reason. When my husband asked what he is doing he simply said he is checking the AC functioning. We were wondering when we have not complained of any issue why is he opening and fiddling with the AC. If he wanted to check the functioning he could have run it before opening. When my husband was showing the outdoor unit to his assistant, Faizal was doing something in the indoor unit and I heard a fizz/ hiss sound, indicative of some air leak. When I asked him he said that Madam there is no gas in the AC, gas has become empty and compressor is tripping. I called my husband and he confronted him saying that till yesterday it was running whole day and cooling fine, how the gas became empty and compressor treated tripping after your fiddling with the AC. Then Faizal started arguing telling how we can accuse him of causing the gas leak and started showing a puncture in the u bend of the condenser tube whose cover he had removed without any reason. It is a mystery that without a pressure testing how he discovered that micro sized puncture within seconds. He never admitted that he has purposefully or accidentally punctured the tube. Then he started offering to fill the gas at Rs 2500/- saying that through Daikin it will cost Rs 3500/-. We have no doubt in our mind that the Faizal guy did the puncture and leaked the gas on purpose. May be Urban Company has discovered that through this kind of business strategy they can drain more money from the customers.
Anyway, after this my husband was very furious and he told the Faizal guy to stop servicing then and there and asked him to put back the things. He was also annoyed with me for calling Urban Company as he wanted that the servicing should be done by Daikin only. But the misery was not over. Faizal who was certainly not a trained professional and was less skilled than a bicycle repair man was now struggling more to put back the cover. During this I do not know what he did but I heard a crackling sound. When I asked him without answering he was trying to put the cover back. With my insistence he said that the drain pipe has broken and he could repair with m seal. When I asked how did you break it initially he said it was already broken and later said that possibly it might got broken by me. I am certain he broke it on purpose as we stopped the servicing and asked him to go. Anyway, my husband asked him to leave immediately. He was requesting us to cancel the booking from our end telling that service guy did not come. If he did not come, how can he be blamed for all that he did wrong ?
We immediately reported it to Urban Company. One Towseef Ahmadmir was assigned for resolution of this issue. We explained him the whole episode. he spoke to Faizal and responded by saying that the gas leak is not the fault of Faizal as he is denying purposefully leaking the gas. For Towseef whatever Faizal says is gospel truth. If one asks a thief whether he has committed a theft, what would be the answer? Towseef promised to return the amount paid and the bill incurred by repair of drain pipe from Daikin limited to Rs 500. We later discovered that he has refunded paid amount, transferred Rs 500 to my account and has cancelled the booking closing the channel of communication. Further he does not take calls and does not call back even when message is left.
I had called Daikin technicians. They say the drain pipe fitting has broken from the drain tray and the entire drain tray will be replaced, Rs 1800/-+GST. Leak detection through nitrogen charging, brazing to arrest leak, further leak testing, gas filling operation to cost Rs 3500/-+GST, visiting charges Rs 590+GST. Hopefully in next two-three days the ordeal of not having your AC functional in hot summer will be over.
The purpose of penning down the incident with all these details is not to express my anguish, disappointment and frustration. It is warn fellow AC users looking to get their ACs serviced in this hot summer about possible cheating and getting ripped off by Urban Company and their fake technicians.
Anyone thinking to get ACs serviced by Urban Company please read very carefully:
(i) Never call Urban Company, call directly the Manufacturer's authorized service center even if it is more expensive
(ii) My experience shows Urban Company technicians/ partners are fake, have little training and no knowledge of AC. They are going to spoil your AC by default if not by design.
(iii) Even if you decide to engage them, be very watchful. At the first opportunity they will leak the gas from AC by punching a micro hole through the gas tube. It is difficult to catch if you are not carefully observing. then they will offer to fill the gas and extort money.
(iv) If you do not play to their plan, they will break something, drain pipe, cover or anything that is easy to break. Again to replace it and extort money.
(v) If you approach the customer service they will not get to the root of the problem or how to avoid repetition in future. They will transfer Rs 500 to your wallet and close the booking so that further communication is not possible.
(vi) Further they do not pick the phone"
4/7/2021,9:43:00 PM,1,Worst Painting Service Ever Had,This was my worst decision to trust an app based service provider for painting service. They take full payment in advance and leave you at the mercy of their service partners. Urban company's team does not care how much you complain regarding the quality of service they provide. Their sales team agrees to all your points before you make the payment. Their implementation team talks totally different. The guys who came to do the work did not bother to look at the quality of work done. I am still waiting for their senior staff to visit and have a look at the quality of work done even after making the full payment in advance.
4/6/2021,5:56:00 PM,1,Paid subscrption not visible in app,"I have recently purchased an urban company subscription on 5th Apr 2021(299 for 12 months). Yesterday when I checked I can see that in my subscription tab but now when I check it again it is not present. Also the amount got deducted from my bank.
Also unable to locate there customer care number to escalate this.
I can see one of the payment status as pending for last February. Payment for which has already been made.
So now I am at the loss loss situation. Neither I have the subscription nor my hard earn money."
3/12/2021,7:07:00 PM,1,HORRIBLE AC SERVICE,"I called urban company for a regular summer service for my DAIKIN R32 AC 1.5 Tonne. The technician came and even without checking for the source of a possible gas leak, took out aflame device using a can and heated the ac coils in the indoor unit and then scrapped it. Then he said the coils are damaged and refused to fix it. The ac is completely damaged . Their customer care refuses to acknowledge, refuses to refund or compensate!"
3/5/2021,12:00:00 PM,1,Bad experience,"BIGGEST MISTAKE TO PAY IN ADVANCE TO THEM. I had requested for a cleaner for my bathroom. not monthly cleaning but spring cleaning i.e. detailed cleaning. deal was for 2 bathrooms. urban clap appointed a person. time was for 8 am. he shows up at 10.30 am. finished 2 bathrooms in 1 hour. normally(not my first time for getting my bathroom cleaned) it takes one hour per bathroom for monthly cleaning. i.e. he left the second bathroom as dirty as he had found it. asked for a re visit to get the bathroom cleaned. the professional cancelled the request as he knew that he had not done the work. raised a complain. sent pictures of bathroom to their customer care who had called when the professional cancelled the visit. happy to share the pictures again if required on any review if allowed. no solution till now. been around 10 days. NO REVISIT, NO SOLUTION, NO MONEY REFUND. why will I ever get work done from urban clap again"
3/5/2021,,1,bad experience,"BIGGEST MISTAKE TO PAY IN ADVANCE TO THEM. I had requested for a cleaner for my bathroom. not monthly cleaning but spring cleaning i.e. detailed cleaning. deal was for 2 bathrooms. urban clap appointed a person. time was for 8 am. he shows up at 10.30 am. finished 2 bathrooms in 1 hour. normally (not my first time for getting my bathroom cleaned) it takes one hour per bathroom for monthly cleaning. i.e. he left the second bathroom as dirty as he had found it. asked for a re visit to get the bathroom cleaned. the professional cancelled the request as he knew that he had not done the work. raised a complain. sent pictures of bathroom to their customer care who had called when the professional cancelled the visit. happy to share the pictures again if required on any review if allowed. no solution till now. been around 10 days. NO REVISIT, NO SOLUTION, NO MONEY REFUND. why will i ever get work done from urban clap again"
3/4/2021,9:42:00 AM,3,Not professional,"Payment status shows pending after 1 year. Not professional.
Booking Ac repair service after the location page  no confirmation of order."
2/12/2021,10:08:00 AM,1,"V. AGRAWAL RADHA CHS Plot 137, Sector 137, Sec. 12","I have booked for a haircut and shave at 8.00 AM on 12th FEB 2021 however I received a message that payment has failed. I booked another booking on the same day at 10.3. AM. Payment for both the booking made through my credit card.
The Barber for the first booking Mr. Faizal came in time at 7.45 AM on 12th FEB 2021 and completed the job efficiently. He got 5 stars. The person was to come at 10.30 AM and was told not to come. I tried to contact Urban Clap but could not found contact details but got a message the Urban Clap will take action against the Barber for no-fault him. My Contact details are
V.C.AGRAWAL, Flat No 001, RADHA CHS, Plot 137, Sector 12 VASHI. NAVI MUMBAI 400703
Mobile 91 8652227222"
2/12/2021,5:02:00 PM,1,Wrost Service and fake reviwes,"I took wrong decision in my life by choosing the Cleaning of the Bathroom Servie. Even raising the Ticket doesn't help us to take the action on the Ticket. And even if you provide the feedbacks and reviews with comments, it doesnt make sense as they will be reverted back and they can change whatever they want. and also be aware, even if you book the  slot with name, there is no assurance that the same person can come for the service.They are sending just the Un-professional labours instead of the professional trained ones.No where in the portal has mentioned to reach them or customer care numbers.
If you want security, I feel we shouldn't use this App for any kind of service, as they loot the money for no reason.
no trust on the brand URBAN COMPANY(Formerly URBAN CLAP)."
2/9/2021,8:28:00 PM,4,Amazing service,One of the best spa at home service I got from urban company. Beautcian is too professional in work. She came on time what they provided during order time. Some where it's costly but worth it when they provide at home. She gave me proper time what ever they mentioned in service. I was satisfied with the service.
2/7/2021,2:50:00 PM,1,Fraud Company - do not do business with them,"This is an absolute fraud company.
Thought I will use their painters to paint my home, as this will mean I dont have to deal with the painters directly and a professional company will take care of that for me.
This company Urbanclap Urban Urban Company is fraud.
They promise you and assure they will take care of everything and when you pay them - they vanish.
I signed up for painting - and was assured 2 painters will be assigned to complete the work.
First day - only 1 painter turns up saying second painter is busy
Second day - painter says is sunday wants holiday
Work pending - the job done on day 1 is absolutely shoddy.
I tried complaining to Urban Company - no one answers their phone, the person who took my order - does not answer phone, I gave complain through APP and was told 60 minutes will receive a call. Over 3 hours nobody has called.
I am cancelling this order and now lets see how the fraud company handles the refund."
2/1/2021,4:47:00 PM,1,Poor quality washing machine repair,The problem was not solved. The lg front loading washing machine used to vibrate a lot and moved around the space often banging into walls. No satisfactory resolution was provided.
1/25/2021,4:23:00 PM,1,Geyer Servicing,"We have actually booked for Geyser servicing after seeing a lot of colorful adv on TV to lure customers. We also fall for that trap, so their serviceman came and saw our geyser and recommended to go for a new one instead of repairing the old one. He also mentioned I will also inform the company that he did not do servicing, but only he checked.
Now the drama starts, they have sent me the invoice for servicing and closed. I went back asking why they have billed me for service when they did not do it, instead, they should have charged me for a checkup.
A new twist in the story, after repeated calls to customer service and explaining, they have come up with an idea, the executive told me the serviceman has installed the geyser and for that, they will charge. The dumb a_ executive don't even know what he is saying
First of all, If you want to check or service a geyser he needs to remove from the wall and keep it on the ground to check.
When I made him realize that he kept my call on hold and come up with an idea saying when he has installed from the wall we will charge for that which is the same amount that I was billed. So, the bottom line is they don't want to return my money. Such as cheap and crap people.
Pls be beware of this kind of people, they can rob you of anything."
1/21/2021,7:46:00 PM,1,Urban Company Loves Ghosting. Beware!!,"I booked a facial appointment for my mom after seeing so many attractive advertisements of Urban Company. But alas.The beautician didn't show up. It felt like being cheated and ghosted by your boyfriend. LOL. We kept calling her but all her numbers were unreachable. They didn't contact us at all even as we kept reaching out to the customer care(which is only one-way messaging system).  The beautician didn't arrive at all, so cannot comment on their services.
Their customer care is a bigger fraud that I have ever seen. They tell us that we will receive a callback or something but they just cancelled the booking and vanished. I again reopened the booking asking for why the beautician didn't come. They again closed it without any comments. I actually feel like laughing at their organization structure.
If they keep carrying on this way, I am not sure how long will their business last. They should learn how to treat their customers from brands like Amazon.
Anyways I am sharing my story so that nobody gets ghosted the way we did by a company which is so highly spoken of. I am really surprised. A very disappointing experience from such a company.
PS to Urban'Ghosting' company- Please stop spending so much on advertising and focus more on customer care and employee services."
1/10/2021,9:02:00 AM,1,Poor service and poor issue resolution.,I writing this after consistent bad experience. The professionals are Pathetic every possible way- work or behaviour. Customer service team keeps enjoying there time. They never resolve the issue and never take actions. They would only call you later post every thing only to reschedule the service!
1/3/2021,12:31:00 PM,1,Urban Company has no business ethics,I made a booking for bathroom cleaning and paid Rs 988 via net banking. The amount was debited to my account. However I received sms from UC that payment failed.  Even after 48 hours the payment was not reversed by the bank which clearly showed that the payment reached the account of UC. When I raised the issue with customer service I was told that it will take 5 to 7 business days to refund the amount. What legitimate right UC has to retain my money for 7 days without providing the requested service.  If a payment failed it has to be reversed within few hours. Imagine 100 customers paid the amount which failed in the system but UC decided to keep the money for 7 days. In this digital era why would someone require 7 business days to reverse the payment. For no fault of mine I have to block my money with UC which didint even bother to provide the promised service. Looks liketheir only concern is to get money from the customers.  If they  follow some business ethics then they should also provide the option to make payment after the job is completed. Collecting cash in advance and then claiming that payment failed despite receiving the money into account is very unethical.  Customers should watch out when making payment to this company. Another important point to highlight - UC DOES NOT PROVIDE A CUSTOMER SERVICE PHONE NUMBER for customers to call them up.  The only way to communicate with them is by email and we know many times the emails are ignored and they can decide whether to  replky or not. It is a good way to hide themselves when there is an issue.
1/3/2021,6:23:00 PM,1,No proper floor cleaning machines,"I booked Platinum deep cleaning service thru Urban Company(UC) for delivering service for 2 January 2020. They did all the work and when asked about floor cleaning the professionals told that they planned to do using hand. I objected since UC on their website had assured to get floor cleaning done thru Industrial grade machine. The agency when told about it brought a Prestige floor polishing machine telling lies that it is a floor cleaning machine. I objected and asked help online on UC website and was told that another agency will get it done using Industrial Grade machine the next day 3 January 2020 by 11 am. The next day a new group of people showed up at the door again with a polishing machine, I again requested help thru helpline and was told that another agency will contact by 1:30 pm with the machine. It is now 5:30 pm and now one have showed up. What kind of service is this. I have driven close to 10km from my temporary accommodation to get this work completed by today so that I can shift with family today. No one from Urban company has contacted me to check if any one has come too. This is totally unprofessionalism at its peak.
Customers are left to fend for themselves with these unprofessional and lying agencies of Urban Clap. Now the helpline number available thru Urban company website is also I am not able to access so thought of putting this complaint on this link. Hopefully some one from UC will take notice and provide me the floor cleaning service as indicated in their online Platinum package soon."
12/18/2020,10:02:00 PM,1,Worst Service,"If  you need to screwup up your happiness then the perfect place is Urban Company.
Booked a house painting work and paid 100% amount on the first day. here my Experiences.


Painters came without materials including paint.


after the payment everyone switchedoff their phones, not sure whom I can contact?




3, the person kushyadav@urbancompany.com helped me on preparing teh quote now he is also not responding .


No customer care number exists, wondering if they need to care about customers only then a number is required.


Colors what we discussed and what they paint is totally different and the answer is ask the person who committed this.


they started painting and stopped stating no paints available, looks like our house is a shelter for them.


during the discussion they showed me a shade card and while painting they are refusing to share the same .


Complete false/fake commitments.




the best term is ""Stay away from Urban Company"""
12/16/2020,8:12:00 AM,1,Membership Issue,"I opted for UC membership on Nov 18 still, not reflecting . After following up 20 emails . Their customer service very worst & poor. They don't have contact number. They are not bother also sort out the issue . The worst Urban Company."
12/15/2020,10:25:00 PM,1,Fraud referral policy,"The referral policy advertisement says it will give 100 INR on signup but it does the same only on a limited number of services on top of many conditions which are unreasonable. They dont deserve to be referred for the sake of referral rewards, at least."
12/9/2020,9:11:00 PM,4,Good help - esp during these times .......,"I am not a long term user of UrbanCompany - started using the app and the services post March / April 2020(i.e after the lockdown due to COVID-19).
Pros:


Structured app. Easy to navigate.


Assigned workmen are well trained and well equipped.


Escalation channels in case an assigned workman refuses to do the job or wants cash(Had once instance - complained - a new workman was assigned immediately)


Actually cheaper as compared to the locality plumber / carpenter .




Con:


Perhaps too structured. In case you have a mix and match of odd jobs - or you have a very unique problem - well it's better to call the locality plumber / carpenter. Options to specify job related requirements doesn't exist .



Have used them for the following services so far .


AC service


Toilet(western style) replacement


Carpet cleaning




Overall happy with the level of support as well as service. Services availed in Bangalore."
12/9/2020,,1,Worst service,Most Worst service. The people who provide service are not worth and doesn't do the work properly. Very pathetic service.
11/15/2020,,1,Worse service by urban clap,"One of the most unprofessional job done by urban clap. I had booked for bathroom cleaning service ,1999 for 5 bathrooms . Urbsn clap people come asking for give extra service for extra payment. I denied to get extra service then he had denied to work and returned without service . Urban clap was taking the favor of him. I have recorded everything . Now a days urban clap service is very unprofessional."
11/12/2020,,1,Plz don't do deep cleaning from urbanclap they don't have professionals,"I tried deep cleaning from urbanclap first time but it was worst experience, person name Lalit paswan and his team came for cleaning they messed my home and made it more dirty full of scratches, and no knowledge of how to use chemicals they damaged by all bathroom fittings and tiles . I approached company regarding their terms and conditions to pay for my damaged, they replied this terms r only for online payments which they didn't described in their terms and conditions. I am so disappointed and don't know how to clean their mess which they did."
11/8/2020,8:40:00 PM,1,Worse first experience on booking chimney installa,"Very bad first experience with urban company i book a service for chimney installation around 11-12 o’clock in morning they book my appointment and give a schedule time of 6:30 pm, till  7:30pm I haven’t receive any information, no call, no message from these people meanwhile I send them a message about my appointment then around 7:30 pm I got a phone from there person he was saying sir we booked your appointment but our guy didn’t check the call and he was busy with some other works ( it was very bad to hear this from such a company it was behaving just like a third grade street shop which don’t feel any responsibility) then the customer care guy reply very casually that if you want we can reschedule it for tomorrow. That was totally a waste of time I would like to give zero starts to them they are worse."
11/7/2020,12:53:00 PM,1,Hopeless customer service.,Pathetic service Urban company they are good at taking bookings and cancel at the last minute absolutely waste of time do not depend on them for your cleaning services for important occasions as they cannot stay on commitment. Hopeless experience.
10/30/2020,2:27:00 PM,1,Avoid Urban company for peace of mind,"Urban company is a gang of cheaters. Please do not use any of their services if you want to avoid unnecessary headache.
I used their chimney repair service. The technician took the motor for rewinding, billed for shaft and bearing replacement but actually did nothing except cleaning. Charged Rs 2500/-
Problem repeated within one month. When Called for within warranty repair, he told me that now this is a new problem and blower is broken.
I was not convinced with his arguments and called the other local technician. He dismantled everything in front of me and I was shocked to see that blower was perfectly alright and only cleaning work was done where as billing was done for shaft and bearing replacement. I sent all the images to urban company but till today no response.
Apart from above I observed their approach to the customer is very unacceptable. The technician won't provide their mobile no instead they ask to call thru app which is irritating and time consuming.
Don't fall in the trap of costly TV adds and find local technician if you want to have peaceful life.
I live in Gurgaon Haryana"
10/23/2020,8:12:00 AM,1,BUNCH OF CHEATS,"BUNCH OF CHEATS. Urban Company is the most ridiculous and unprofessional organization on this planet. Their so called 'Professionals' like MOMRAJ and ABDUL SALAM never arrive for the service and they keep rescheduling the bookings. Since 18th October, they have rescheduled the booking 5 times and today also no one has arrived. These people switch off their phones and ay times even lie that they will be there in 5 minutes and never turn up. There is 0 Customer Support available from them."
10/23/2020,6:54:00 PM,1,House painting services,"Please dont take their services, no one will visit.
They take money and vanish. Get the work done from local guys, you will save money!
They charged me over and above other vendors, still gave the contract thinking will get the services as promised but in vain
I paid for fresh paint, the contractor was trying to do the repaint and wrap up. No masking done, my furniture was kept in open when putty work was done. They took money for Royale matt but painted by entire room with Emulsion when we caught this they raised the voice. We selected the color on day 1 and gave the confirmation but on day 8, after common color was put on 3 walls he coming up and saying ""dark color ka shade nahi hai market mai, sara selection change karna hoga""
What the hell!  Please change the name from Urban company to Lootera Company!
Beware guys.!"
